EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set	HelixDomain
Q06892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414			Negative	5	False
Q8VEH6	Mus musculus	Metazoa	393			Negative	1	False
P03880	Emericella nidulans	Fungi	488			Negative	1	False
P38634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284			Negative	4	False
Q9SSA5	Arabidopsis thaliana	Viridiplantae	437			Negative	1	False
P93286	Arabidopsis thaliana	Viridiplantae	442			Negative	5	True
Q9VLP3	Drosophila melanogaster	Metazoa	122			Negative	2	False
Q9H8W5	Homo sapiens	Metazoa	580			Negative	3	False
Q9C8H3	Arabidopsis thaliana	Viridiplantae	776			Negative	3	False
Q86BY9	Drosophila melanogaster	Metazoa	1235			Negative	3	False
O00257	Homo sapiens	Metazoa	560			Negative	4	False
P28805	Spinacia oleracea	Viridiplantae	66			Negative	1	False
Q9VQD4	Drosophila melanogaster	Metazoa	274			Negative	1	False
P24817	Momordica charantia	Viridiplantae	286	1.0	23.0	Positive	1	
A0A0D1DWQ2	Mycosarcoma maydis	Fungi	290	1.0	21.0	Positive	1	
Q9NGX9	Drosophila melanogaster	Metazoa	489			Negative	3	False
Q9BTV5	Homo sapiens	Metazoa	496			Negative	4	False
Q557E7	Dictyostelium discoideum	Other	665			Negative	3	False
O74469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133			Negative	5	False
Q96CA5	Homo sapiens	Metazoa	298			Negative	3	False
Q9M9L6	Arabidopsis thaliana	Viridiplantae	211			Negative	4	False
Q9BZW8	Homo sapiens	Metazoa	370	1.0	21.0	Positive	4	
P21570	Mus musculus	Metazoa	145	1.0	24.0	Positive	5	
P38242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237			Negative	3	True
M0R7Z9	Rattus norvegicus	Metazoa	475			Negative	3	False
Q9H4Z3	Homo sapiens	Metazoa	704			Negative	1	False
Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155			Negative	3	False
Q10NX8	Oryza sativa subsp. japonica	Viridiplantae	858	1.0	30.0	Positive	4	
Q96M94	Homo sapiens	Metazoa	604			Negative	3	False
V5IM60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59			Negative	5	False
Q9SNC0	Arabidopsis thaliana	Viridiplantae	182			Negative	1	False
P19517	Oryctolagus cuniculus	Metazoa	524			Negative	1	False
Q19614	Caenorhabditis elegans	Metazoa	433			Negative	3	False
B9F1C0	Oryza sativa subsp. japonica	Viridiplantae	1709			Negative	2	False
Q7S7R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	315			Negative	2	False
Q6P4H8	Homo sapiens	Metazoa	233			Negative	3	True
Q9LK29	Arabidopsis thaliana	Viridiplantae	307			Negative	4	False
P10820	Mus musculus	Metazoa	554	1.0	20.0	Positive	5	
O18330	Apis mellifera	Metazoa	432	1.0	19.0	Positive	2	
P53184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216			Negative	2	False
Q9SA14	Arabidopsis thaliana	Viridiplantae	404			Negative	4	False
Q8IUG5	Homo sapiens	Metazoa	2567			Negative	2	False
Q9CQT9	Mus musculus	Metazoa	129			Negative	5	True
Q9N589	Caenorhabditis elegans	Metazoa	588			Negative	4	False
O62471	Caenorhabditis elegans	Metazoa	1592			Negative	4	False
P16580	Gallus gallus	Metazoa	373			Negative	4	False
P31025	Homo sapiens	Metazoa	176	1.0	18.0	Positive	3	
Q80XX4	Rattus norvegicus	Metazoa	82			Negative	1	False
P87238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	215			Negative	2	False
Q9UMN6	Homo sapiens	Metazoa	2715			Negative	2	False
O13601	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	494			Negative	4	False
Q9BRP8	Homo sapiens	Metazoa	204			Negative	3	False
P46778	Homo sapiens	Metazoa	160			Negative	2	False
A0A120KVR8	Trypanosoma brucei brucei	Other	1728			Negative	1	False
P54105	Homo sapiens	Metazoa	237			Negative	3	False
Q8N5Y2	Homo sapiens	Metazoa	521			Negative	2	False
Q96BN2	Homo sapiens	Metazoa	335			Negative	5	False
P10834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293			Negative	1	False
Q9W148	Drosophila melanogaster	Metazoa	731			Negative	1	False
Q9SX85	Arabidopsis thaliana	Viridiplantae	887			Negative	5	False
P82349	Mus musculus	Metazoa	320			Negative	3	False
Q19972	Caenorhabditis elegans	Metazoa	270			Negative	3	False
Q08558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271			Negative	5	False
Q80TT2	Mus musculus	Metazoa	1150			Negative	1	False
Q21776	Caenorhabditis elegans	Metazoa	987			Negative	5	False
Q25055	Holotrichia diomphalia	Metazoa	104	1.0	20.0	Positive	2	
P06269	Nicotiana tabacum	Viridiplantae	337			Negative	4	False
Q9UJA2	Homo sapiens	Metazoa	301			Negative	3	False
P27797	Homo sapiens	Metazoa	417	1.0	17.0	Positive	1	
Q9NYV7	Homo sapiens	Metazoa	291			Negative	2	False
A1ZAK1	Drosophila melanogaster	Metazoa	1007			Negative	1	False
P06701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	978			Negative	3	False
P23610	Homo sapiens	Metazoa	371			Negative	5	False
Q8MMH5	Pimpla hypochondriaca	Metazoa	61	1.0	20.0	Positive	3	
Q03079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207			Negative	5	False
O59740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	522			Negative	2	False
P24309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405			Negative	4	False
Q8S9G8	Arabidopsis thaliana	Viridiplantae	801			Negative	2	False
O88845	Mus musculus	Metazoa	662			Negative	5	False
B4DJY2	Homo sapiens	Metazoa	109			Negative	2	True
Q8IHY1	Plasmodium falciparum (isolate 3D7)	Other	4226			Negative	5	False
Q802Y8	Danio rerio	Metazoa	671			Negative	4	False
P17861	Homo sapiens	Metazoa	261			Negative	5	False
P27788	Zea mays	Viridiplantae	152			Negative	2	False
O22265	Arabidopsis thaliana	Viridiplantae	373			Negative	3	False
Q9S7I0	Arabidopsis thaliana	Viridiplantae	1307			Negative	2	False
A0A0B5L781	Penicillium brevicompactum	Fungi	398			Negative	4	False
P36136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271			Negative	5	False
Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322			Negative	4	False
Q9JJG9	Mus musculus	Metazoa	693			Negative	2	False
Q8VDP2	Mus musculus	Metazoa	222			Negative	5	False
P19518	Oryctolagus cuniculus	Metazoa	222			Negative	2	True
P80961	Myoxocephalus octodecemspinosus	Metazoa	128	1.0	20.0	Positive	5	
Q6Y685	Mus musculus	Metazoa	774			Negative	5	False
P25578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	521			Negative	2	False
P40072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274			Negative	1	False
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Other	1139			Negative	3	False
P52655	Homo sapiens	Metazoa	376			Negative	3	False
Q01892	Homo sapiens	Metazoa	262			Negative	3	False
Q96IL0	Homo sapiens	Metazoa	206			Negative	1	False
Q3MHJ5	Bos taurus	Metazoa	138			Negative	5	False
Q5VTB9	Homo sapiens	Metazoa	566			Negative	4	False
Q8IVQ6	Homo sapiens	Metazoa	265			Negative	2	True
Q42736	Flaveria pringlei	Viridiplantae	956			Negative	4	False
P46309	Arabidopsis thaliana	Viridiplantae	522			Negative	2	False
P79071	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195			Negative	4	False
Q9NRN9	Homo sapiens	Metazoa	209			Negative	3	False
Q9VR17	Drosophila melanogaster	Metazoa	363			Negative	5	False
O14523	Homo sapiens	Metazoa	706			Negative	5	True
P11101	Rattus norvegicus	Metazoa	114			Negative	4	False
Q5A4H5	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	731			Negative	4	False
Q9CA42	Arabidopsis thaliana	Viridiplantae	1085			Negative	4	False
Q96QP1	Homo sapiens	Metazoa	1244			Negative	1	False
Q9HB07	Homo sapiens	Metazoa	376			Negative	4	False
Q96N96	Homo sapiens	Metazoa	652			Negative	4	False
P62861	Homo sapiens	Metazoa	133			Negative	4	False
P53734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629			Negative	2	False
Q9S752	Arabidopsis thaliana	Viridiplantae	388			Negative	5	False
P84090	Homo sapiens	Metazoa	104			Negative	1	False
Q02630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113			Negative	3	False
Q76JU9	Mus musculus	Metazoa	300			Negative	2	False
P82245	Spinacia oleracea	Viridiplantae	148			Negative	5	False
A6H8Y1	Homo sapiens	Metazoa	2624			Negative	1	False
G3UVW3	Mus musculus	Metazoa	457			Negative	1	True
Q9H8H0	Homo sapiens	Metazoa	719			Negative	3	False
Q8BWM0	Mus musculus	Metazoa	384			Negative	1	True
P53955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	656			Negative	1	False
C0HLN0	Rattus norvegicus	Metazoa	54			Negative	4	True
O73622	Xenopus laevis	Metazoa	293			Negative	5	False
P40360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	574			Negative	1	False
A9LNK9	Arabidopsis thaliana	Viridiplantae	631			Negative	1	False
A3KPQ7	Danio rerio	Metazoa	1378			Negative	2	False
P38060	Mus musculus	Metazoa	325			Negative	4	False
P86924	Trypanosoma brucei brucei	Other	416			Negative	5	False
Q0E3V2	Oryza sativa subsp. japonica	Viridiplantae	165			Negative	3	False
Q9Z0D9	Mus musculus	Metazoa	354			Negative	2	False
P78714	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	530			Negative	5	False
Q13794	Homo sapiens	Metazoa	54			Negative	2	False
O62090	Caenorhabditis elegans	Metazoa	586			Negative	4	False
Q6NXG1	Homo sapiens	Metazoa	681			Negative	5	False
Q92934	Homo sapiens	Metazoa	168			Negative	1	False
Q6P087	Homo sapiens	Metazoa	351			Negative	2	False
Q8RX78	Arabidopsis thaliana	Viridiplantae	684			Negative	2	False
P36000	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726			Negative	5	False
Q9GZM5	Homo sapiens	Metazoa	350			Negative	5	False
O95229	Homo sapiens	Metazoa	277			Negative	5	False
Q8IVG5	Homo sapiens	Metazoa	1584			Negative	3	False
P32349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	654			Negative	1	False
Q9XI19	Arabidopsis thaliana	Viridiplantae	328			Negative	2	False
P01189	Homo sapiens	Metazoa	267	1.0	26.0	Positive	5	
P53076	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	958			Negative	3	False
A0PJY2	Homo sapiens	Metazoa	475			Negative	5	False
Q9VLJ8	Drosophila melanogaster	Metazoa	453			Negative	2	False
B0XT72	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	452	1.0	19.0	Positive	2	
Q8MMH0	Pimpla hypochondriaca	Metazoa	109	1.0	21.0	Positive	3	
Q8WP90	Solenopsis invicta	Metazoa	153	1.0	19.0	Positive	3	
Q02637	Drosophila melanogaster	Metazoa	449			Negative	4	False
Q4WGS5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	577			Negative	3	True
Q60866	Mus musculus	Metazoa	349			Negative	2	False
Q9QZ59	Mus musculus	Metazoa	374			Negative	5	False
P57093	Rattus norvegicus	Metazoa	338			Negative	4	False
Q8K2X8	Mus musculus	Metazoa	71			Negative	3	False
Q96AE7	Homo sapiens	Metazoa	1141			Negative	4	False
Q920Q8	Mus musculus	Metazoa	642			Negative	3	False
Q8N9A8	Homo sapiens	Metazoa	125			Negative	4	True
P32004	Homo sapiens	Metazoa	1257	1.0	19.0	Positive	4	
Q9Y6X0	Homo sapiens	Metazoa	1596			Negative	4	False
Q56XY2	Arabidopsis thaliana	Viridiplantae	298			Negative	3	False
P80269	Solanum tuberosum	Viridiplantae	229			Negative	5	False
Q9USY3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	708			Negative	5	False
Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843			Negative	4	False
P18412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486			Negative	2	False
Q86UQ0	Homo sapiens	Metazoa	364			Negative	3	False
P38285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549			Negative	4	False
Q9VSB9	Drosophila melanogaster	Metazoa	376			Negative	2	True
P15796	Caenorhabditis elegans	Metazoa	191			Negative	1	False
P35293	Mus musculus	Metazoa	206			Negative	3	False
Q4VAE3	Mus musculus	Metazoa	234			Negative	4	False
Q7Z5K2	Homo sapiens	Metazoa	1190			Negative	4	False
I1SSI6	Petunia hybrida	Viridiplantae	723			Negative	5	False
O55232	Rattus norvegicus	Metazoa	130	1.0	32.0	Positive	2	
Q92945	Homo sapiens	Metazoa	711			Negative	3	False
Q32MQ0	Homo sapiens	Metazoa	723			Negative	4	False
P40073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367			Negative	2	True
P13611	Homo sapiens	Metazoa	3396	1.0	20.0	Positive	1	
P0DPU7	Scolopendra dehaani	Metazoa	78	1.0	25.0	Positive	2	
P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519			Negative	5	False
Q10223	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	431			Negative	4	False
P40050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688			Negative	5	False
P04639	Rattus norvegicus	Metazoa	259	1.0	18.0	Positive	1	
P01579	Homo sapiens	Metazoa	166	1.0	23.0	Positive	4	
Q60700	Mus musculus	Metazoa	888			Negative	3	False
P53266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	389			Negative	3	True
Q9ULZ2	Homo sapiens	Metazoa	295			Negative	3	False
P28070	Homo sapiens	Metazoa	264			Negative	3	False
Q9VSK8	Drosophila melanogaster	Metazoa	597			Negative	3	False
Q9JIY2	Mus musculus	Metazoa	491			Negative	4	False
Q9SMS0	Arabidopsis thaliana	Viridiplantae	249			Negative	5	False
P18417	Catharanthus roseus	Viridiplantae	352	1.0	31.0	Positive	2	
P32855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1065			Negative	2	False
Q96N21	Homo sapiens	Metazoa	525			Negative	4	False
Q9P275	Homo sapiens	Metazoa	1123			Negative	1	False
O75955	Homo sapiens	Metazoa	427			Negative	1	False
A0A0B5KU17	Penicillium brevicompactum	Fungi	2190			Negative	1	False
Q9Y2Z4	Homo sapiens	Metazoa	477			Negative	5	False
G5EDW1	Caenorhabditis elegans	Metazoa	217			Negative	3	False
P92792	Solanum tuberosum	Viridiplantae	204			Negative	5	False
Q96TL7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	693			Negative	3	False
P80392	Meleagris gallopavo	Metazoa	64	1.0	28.0	Positive	3	
P43618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	361			Negative	2	False
Q53HV7	Homo sapiens	Metazoa	270			Negative	2	False
Q9NAD6	Caenorhabditis elegans	Metazoa	706			Negative	4	False
P25208	Homo sapiens	Metazoa	207			Negative	2	False
Q9DCJ5	Mus musculus	Metazoa	172			Negative	2	False
Q06324	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491			Negative	4	False
P00966	Homo sapiens	Metazoa	412			Negative	4	False
O42936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470			Negative	4	False
Q8WXD0	Homo sapiens	Metazoa	754			Negative	4	False
P27815	Homo sapiens	Metazoa	886			Negative	4	False
O14827	Homo sapiens	Metazoa	1237			Negative	2	False
Q9R1C7	Mus musculus	Metazoa	953			Negative	2	False
Q9Y244	Homo sapiens	Metazoa	141			Negative	1	False
Q6I621	Oryza sativa subsp. japonica	Viridiplantae	510			Negative	3	False
Q96LD4	Homo sapiens	Metazoa	638			Negative	5	False
Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	1.0	22.0	Positive	2	
O42804	Aspergillus niger	Fungi	945			Negative	1	False
Q91YJ3	Mus musculus	Metazoa	226			Negative	2	False
Q43871	Hordeum vulgare	Viridiplantae	115	1.0	25.0	Positive	2	
Q9TRM8	Canis lupus familiaris	Metazoa	177	1.0	25.0	Positive	1	
Q3SXM5	Homo sapiens	Metazoa	330			Negative	3	False
Q9ULE6	Homo sapiens	Metazoa	856			Negative	4	False
P33441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392			Negative	4	False
P40090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624			Negative	3	False
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113			Negative	4	False
P81264	Bos taurus	Metazoa	98	1.0	22.0	Positive	2	
Q9Y2D1	Homo sapiens	Metazoa	282			Negative	3	False
Q13286	Homo sapiens	Metazoa	438			Negative	3	True
Q96RG2	Homo sapiens	Metazoa	1323			Negative	1	False
Q10187	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	612			Negative	1	False
Q9Z0W3	Mus musculus	Metazoa	1402			Negative	2	False
P18409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493			Negative	2	False
X5JA13	Arabidopsis thaliana	Viridiplantae	825			Negative	3	False
Q7Z2D5	Homo sapiens	Metazoa	763			Negative	1	True
Q94AH1	Arabidopsis thaliana	Viridiplantae	300			Negative	5	False
Q02336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434			Negative	1	False
Q9GZZ9	Homo sapiens	Metazoa	404			Negative	1	False
Q9SAL0	Arabidopsis thaliana	Viridiplantae	401			Negative	3	False
Q13315	Homo sapiens	Metazoa	3056			Negative	2	False
O42666	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243			Negative	4	False
Q63415	Rattus norvegicus	Metazoa	937	1.0	45.0	Positive	3	
Q9M9V6	Arabidopsis thaliana	Viridiplantae	562			Negative	4	False
Q9NQ33	Homo sapiens	Metazoa	181			Negative	5	False
Q9NR16	Homo sapiens	Metazoa	1453	1.0	40.0	Positive	4	
Q9UUD1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	900			Negative	4	False
Q9Y6M1	Homo sapiens	Metazoa	599			Negative	3	False
P82920	Bos taurus	Metazoa	87			Negative	3	False
P38806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282			Negative	3	False
P23511	Homo sapiens	Metazoa	347			Negative	1	False
A0A0D1E3S6	Mycosarcoma maydis	Fungi	591			Negative	5	False
Q8INR6	Drosophila melanogaster	Metazoa	1848			Negative	1	False
P36213	Hordeum vulgare	Viridiplantae	205			Negative	4	False
Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390			Negative	3	False
O74845	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	564			Negative	2	False
Q969H8	Homo sapiens	Metazoa	173	1.0	31.0	Positive	2	
Q9UTJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1285			Negative	5	False
Q5DTT2	Mus musculus	Metazoa	1024			Negative	3	False
Q12381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	906			Negative	3	False
Q08831	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	523			Negative	1	False
F4KH86	Arabidopsis thaliana	Viridiplantae	400			Negative	5	False
O45784	Caenorhabditis elegans	Metazoa	183			Negative	1	False
Q9Y266	Homo sapiens	Metazoa	331			Negative	1	False
Q9SIW2	Arabidopsis thaliana	Viridiplantae	888			Negative	5	False
Q6NVU6	Homo sapiens	Metazoa	218			Negative	5	False
Q9LEZ1	Arabidopsis thaliana	Viridiplantae	144			Negative	4	False
Q8GV05	Arabidopsis thaliana	Viridiplantae	106			Negative	3	False
P60602	Homo sapiens	Metazoa	79			Negative	4	True
P15387	Rattus norvegicus	Metazoa	857			Negative	5	False
Q9C107	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	815			Negative	3	False
P27654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	1.0	19.0	Positive	5	
P09956	Drosophila melanogaster	Metazoa	575			Negative	4	False
P97414	Mus musculus	Metazoa	668			Negative	5	False
P37225	Solanum tuberosum	Viridiplantae	601			Negative	4	False
P0DMU9	Homo sapiens	Metazoa	189			Negative	5	False
Q7M3V1	Chelonus sp. nr. curvimaculatus	Metazoa	246	1.0	20.0	Positive	1	
Q8N183	Homo sapiens	Metazoa	169			Negative	3	False
Q12049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	470			Negative	4	False
Q63472	Rattus norvegicus	Metazoa	962			Negative	4	False
Q60EC2	Oryza sativa subsp. japonica	Viridiplantae	261			Negative	2	False
Q27309	Bombyx mori	Metazoa	1782	1.0	15.0	Positive	5	
Q9M9V9	Arabidopsis thaliana	Viridiplantae	156			Negative	1	False
Q9XSW3	Sus scrofa	Metazoa	240	1.0	18.0	Positive	1	
Q9Y0E4	Drosophila melanogaster	Metazoa	2262			Negative	1	False
P62241	Homo sapiens	Metazoa	208			Negative	4	False
Q96PZ0	Homo sapiens	Metazoa	661			Negative	3	False
Q9WVJ4	Rattus norvegicus	Metazoa	145			Negative	4	False
P40364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	252			Negative	4	False
P08518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1224			Negative	5	False
P04840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283			Negative	1	False
Q8TF01	Homo sapiens	Metazoa	805			Negative	2	False
Q9ZWS6	Arabidopsis thaliana	Viridiplantae	186			Negative	4	False
Q9P3W1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	434			Negative	2	False
A0A386CAB9	Danio rerio	Metazoa	1355			Negative	2	False
Q9M658	Arabidopsis thaliana	Viridiplantae	2001			Negative	3	False
Q86VE9	Homo sapiens	Metazoa	423			Negative	1	True
O14310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933			Negative	3	False
O60287	Homo sapiens	Metazoa	2271			Negative	2	False
P25364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	564			Negative	5	False
P20050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	605			Negative	4	False
P27472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705			Negative	2	False
Q9M424	Solanum tuberosum	Viridiplantae	498			Negative	1	False
Q8R3H9	Mus musculus	Metazoa	386			Negative	2	False
Q9ZW33	Arabidopsis thaliana	Viridiplantae	83			Negative	2	False
P56383	Mus musculus	Metazoa	146			Negative	2	True
O17514	Caenorhabditis elegans	Metazoa	773			Negative	4	False
A0A0G2K047	Rattus norvegicus	Metazoa	683			Negative	3	False
Q9VEC1	Drosophila melanogaster	Metazoa	642			Negative	2	False
O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1238			Negative	3	False
O43805	Homo sapiens	Metazoa	119			Negative	4	False
Q9NPL8	Homo sapiens	Metazoa	285			Negative	5	True
F1N5C8	Bos taurus	Metazoa	445	1.0	22.0	Positive	2	
P54258	Rattus norvegicus	Metazoa	1183			Negative	4	False
Q9UBP4	Homo sapiens	Metazoa	350	1.0	21.0	Positive	1	
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316			Negative	5	False
P43174	Ambrosia psilostachya	Viridiplantae	77	1.0	22.0	Positive	1	
Q9H8E8	Homo sapiens	Metazoa	782			Negative	3	False
Q29422	Ovis aries	Metazoa	333	1.0	20.0	Positive	1	
Q94AI6	Arabidopsis thaliana	Viridiplantae	752			Negative	3	False
P0DUQ6	Conus planorbis	Metazoa	70	1.0	21.0	Positive	4	
