EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class
Q9GZT8	Homo sapiens	Metazoa	377	None	None	Negative
Q9USW9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	None	None	Negative
P31395	Gallus gallus	Metazoa	148	None	None	Negative
Q19969	Caenorhabditis elegans	Metazoa	514	None	None	Negative
Q9Y237	Homo sapiens	Metazoa	131	None	None	Negative
Q9JJL0	Mus musculus	Metazoa	238	None	None	Negative
Q9JL58	Cavia porcellus	Metazoa	365	None	None	Negative
A0A1V6PAU0	Penicillium decumbens	Fungi	426	None	None	Negative
Q9CR89	Mus musculus	Metazoa	377	None	None	Negative
P40124	Mus musculus	Metazoa	474	None	None	Negative
O94751	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1044	None	None	Negative
Q9QZB6	Mus musculus	Metazoa	627	None	None	Negative
A2AHJ4	Mus musculus	Metazoa	1799	None	None	Negative
P32067	Mus musculus	Metazoa	415	None	None	Negative
Q8BGD9	Mus musculus	Metazoa	611	None	None	Negative
Q6L4F8	Oryza sativa subsp. japonica	Viridiplantae	336	None	None	Negative
E1JIB2	Drosophila melanogaster	Metazoa	287	None	None	Negative
A2AWA9	Mus musculus	Metazoa	1064	None	None	Negative
Q8X0Z0	Fusarium fujikuroi	Fungi	570	None	None	Negative
Q551M2	Dictyostelium discoideum	Other	244	None	None	Negative
A2APV2	Mus musculus	Metazoa	1086	None	None	Negative
Q8N140	Homo sapiens	Metazoa	333	None	None	Negative
Q8R0N6	Mus musculus	Metazoa	465	None	None	Negative
P15372	Drosophila melanogaster	Metazoa	364	None	None	Negative
Q96EQ9	Mus musculus	Metazoa	843	None	None	Negative
Q13761	Homo sapiens	Metazoa	415	None	None	Negative
Q96L96	Homo sapiens	Metazoa	1705	None	None	Negative
O95810	Homo sapiens	Metazoa	425	None	None	Negative
Q0VE29	Mus musculus	Metazoa	161	None	None	Negative
Q9CQ66	Mus musculus	Metazoa	144	None	None	Negative
Q9EQC1	Mus musculus	Metazoa	369	None	None	Negative
P53940	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	None	None	Negative
P25325	Homo sapiens	Metazoa	297	None	None	Negative
L0HAM7	Thymus vulgaris	Viridiplantae	603	None	None	Negative
P40361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	888	None	None	Negative
Q8K3F7	Mus musculus	Metazoa	373	None	None	Negative
Q23359	Caenorhabditis elegans	Metazoa	393	None	None	Negative
Q5SX40	Mus musculus	Metazoa	1942	None	None	Negative
Q8CDJ8	Mus musculus	Metazoa	730	None	None	Negative
Q9R0N4	Mus musculus	Metazoa	523	None	None	Negative
Q03334	Drosophila melanogaster	Metazoa	151	None	None	Negative
Q9UJ83	Homo sapiens	Metazoa	578	None	None	Negative
Q8NB42	Homo sapiens	Metazoa	609	None	None	Negative
B0G0Y8	Dictyostelium discoideum	Other	466	None	None	Negative
P55347	Homo sapiens	Metazoa	436	None	None	Negative
Q9CT10	Mus musculus	Metazoa	491	None	None	Negative
Q9W6T7	Danio rerio	Metazoa	456	None	None	Negative
Q96JK9	Homo sapiens	Metazoa	1138	None	None	Negative
Q91YU8	Mus musculus	Metazoa	470	None	None	Negative
Q8SR11	Encephalitozoon cuniculi (strain GB-M1)	Fungi	203	None	None	Negative
Q8WYP3	Homo sapiens	Metazoa	895	None	None	Negative
O43513	Homo sapiens	Metazoa	233	None	None	Negative
Q8SS49	Encephalitozoon cuniculi (strain GB-M1)	Fungi	112	None	None	Negative
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438	None	None	Negative
O96000	Homo sapiens	Metazoa	172	None	None	Negative
P02066	Ceratotherium simum	Metazoa	146	None	None	Negative
Q9P227	Homo sapiens	Metazoa	1491	None	None	Negative
Q8IXK2	Homo sapiens	Metazoa	581	None	None	Negative
Q6XKD3	Rattus norvegicus	Metazoa	403	None	None	Negative
Q12368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194	None	None	Negative
Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	None	None	Negative
Q6ZKC0	Oryza sativa subsp. japonica	Viridiplantae	256	None	None	Negative
A0A2R8Y7D0	Homo sapiens	Metazoa	120	None	None	Negative
Q8CI08	Mus musculus	Metazoa	581	None	None	Negative
P62075	Mus musculus	Metazoa	95	None	None	Negative
P23693	Rattus norvegicus	Metazoa	211	None	None	Negative
Q8IV45	Homo sapiens	Metazoa	518	None	None	Negative
Q9EST8	Mus musculus	Metazoa	728	None	None	Negative
P18899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	None	None	Negative
Q9BLB6	Caenorhabditis elegans	Metazoa	253	None	None	Negative
Q9W2U4	Drosophila melanogaster	Metazoa	609	None	None	Negative
Q9SYG4	Arabidopsis thaliana	Viridiplantae	426	None	None	Negative
Q9U2M7	Caenorhabditis elegans	Metazoa	138	None	None	Negative
B1B534	Oryza sativa subsp. japonica	Viridiplantae	475	None	None	Negative
A0A0G4P2K0	Penicillium camemberti (strain FM 013)	Fungi	1049	None	None	Negative
Q8BFT2	Mus musculus	Metazoa	363	None	None	Negative
Q8N594	Homo sapiens	Metazoa	471	None	None	Negative
Q9H2D1	Homo sapiens	Metazoa	315	None	None	Negative
P56632	Sus scrofa	Metazoa	98	None	None	Negative
Q5TA45	Homo sapiens	Metazoa	600	None	None	Negative
Q3ZAV8	Rattus norvegicus	Metazoa	1407	None	None	Negative
P01682	Oryctolagus cuniculus	Metazoa	110	None	None	Negative
P20801	Mus musculus	Metazoa	160	None	None	Negative
Q96251	Arabidopsis thaliana	Viridiplantae	238	None	None	Negative
P23128	Drosophila melanogaster	Metazoa	459	None	None	Negative
Q460N5	Homo sapiens	Metazoa	1801	None	None	Negative
G9N4A6	Hypocrea virens (strain Gv29-8 / FGSC 10586)	Fungi	345	None	None	Negative
F4JIN3	Arabidopsis thaliana	Viridiplantae	661	None	None	Negative
Q9JHB5	Rattus norvegicus	Metazoa	290	None	None	Negative
Q9H9Y4	Homo sapiens	Metazoa	310	None	None	Negative
Q90Z05	Xenopus laevis	Metazoa	521	None	None	Negative
P49638	Homo sapiens	Metazoa	278	None	None	Negative
Q2PEG7	Lotus japonicus	Viridiplantae	499	None	None	Negative
Q92949	Homo sapiens	Metazoa	421	None	None	Negative
P25684	Dendroaspis angusticeps	Metazoa	60	None	None	Negative
P62129	Nicotiana tabacum	Viridiplantae	123	None	None	Negative
Q9FMY7	Arabidopsis thaliana	Viridiplantae	242	None	None	Negative
E1C1U1	Gallus gallus	Metazoa	316	None	None	Negative
P36383	Homo sapiens	Metazoa	396	None	None	Negative
O35678	Mus musculus	Metazoa	303	None	None	Negative
P41093	Drosophila melanogaster	Metazoa	177	None	None	Negative
Q922Y0	Mus musculus	Metazoa	586	None	None	Negative
Q8K0V4	Mus musculus	Metazoa	751	None	None	Negative
Q9U2M5	Caenorhabditis elegans	Metazoa	405	None	None	Negative
Q147U7	Homo sapiens	Metazoa	214	None	None	Negative
P0CZ23	Arabidopsis thaliana	Viridiplantae	675	None	None	Negative
P52011	Caenorhabditis elegans	Metazoa	173	None	None	Negative
C9JQI7	Homo sapiens	Metazoa	657	None	None	Negative
A0A0G2JTZ2	Rattus norvegicus	Metazoa	827	None	None	Negative
C0HKB7	Sciurus vulgaris	Metazoa	154	None	None	Negative
Q505K2	Mus musculus	Metazoa	1081	None	None	Negative
Q9C565	Arabidopsis thaliana	Viridiplantae	373	None	None	Negative
Q9CWN7	Mus musculus	Metazoa	505	None	None	Negative
P04817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590	None	None	Negative
P25568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	None	None	Negative
P30613	Homo sapiens	Metazoa	574	None	None	Negative
P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	None	None	Negative
P33284	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	485	None	None	Negative
O01477	Caenorhabditis elegans	Metazoa	691	None	None	Negative
E5RP65	Humulus lupulus	Viridiplantae	411	None	None	Negative
Q3THG9	Mus musculus	Metazoa	412	None	None	Negative
Q96MM7	Homo sapiens	Metazoa	605	None	None	Negative
Q12416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	None	None	Negative
P25054	Homo sapiens	Metazoa	2843	None	None	Negative
Q149M9	Homo sapiens	Metazoa	1564	None	None	Negative
P30740	Homo sapiens	Metazoa	379	None	None	Negative
A0A0A2JWD5	Penicillium expansum	Fungi	466	None	None	Negative
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425	None	None	Negative
O96017	Homo sapiens	Metazoa	543	None	None	Negative
Q8C3R1	Mus musculus	Metazoa	822	None	None	Negative
P15180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591	None	None	Negative
Q63430	Rattus norvegicus	Metazoa	154	None	None	Negative
Q9LJ87	Arabidopsis thaliana	Viridiplantae	415	None	None	Negative
Q8VC74	Mus musculus	Metazoa	331	None	None	Negative
Q9FJV5	Arabidopsis thaliana	Viridiplantae	276	None	None	Negative
Q6K431	Oryza sativa subsp. japonica	Viridiplantae	1022	None	None	Negative
Q9JK48	Mus musculus	Metazoa	365	None	None	Negative
Q9Z307	Mus musculus	Metazoa	419	None	None	Negative
Q6GQP4	Rattus norvegicus	Metazoa	195	None	None	Negative
O96188	Plasmodium falciparum (isolate 3D7)	Other	446	None	None	Negative
P05501	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	387	None	None	Negative
P00047	Thermomyces lanuginosus	Fungi	111	None	None	Negative
E2RG47	Canis lupus familiaris	Metazoa	826	None	None	Negative
Q3B8N2	Homo sapiens	Metazoa	356	None	None	Negative
Q9FPK5	Nicotiana glutinosa	Viridiplantae	432	None	None	Negative
Q9P1A6	Homo sapiens	Metazoa	1054	None	None	Negative
Q9SVP6	Arabidopsis thaliana	Viridiplantae	317	None	None	Negative
Q6WKZ8	Mus musculus	Metazoa	1755	None	None	Negative
Q03689	Podospora anserina	Fungi	289	None	None	Negative
O74824	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	308	None	None	Negative
Q812A2	Mus musculus	Metazoa	1099	None	None	Negative
Q9DBE0	Mus musculus	Metazoa	493	None	None	Negative
Q99P55	Rattus norvegicus	Metazoa	430	None	None	Negative
Q00648	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	327	None	None	Negative
O43361	Homo sapiens	Metazoa	778	None	None	Negative
Q8K4M9	Rattus norvegicus	Metazoa	950	None	None	Negative
Q80ZA5	Rattus norvegicus	Metazoa	1117	None	None	Negative
P51858	Homo sapiens	Metazoa	240	None	None	Negative
P34529	Caenorhabditis elegans	Metazoa	1910	None	None	Negative
Q80W32	Mus musculus	Metazoa	419	None	None	Negative
Q62407	Mus musculus	Metazoa	3262	None	None	Negative
Q52G60	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	773	None	None	Negative
F2Z678	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	351	None	None	Negative
Q9DG23	Gallus gallus	Metazoa	357	None	None	Negative
P9WEM0	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	196	None	None	Negative
Q96AQ2	Homo sapiens	Metazoa	219	None	None	Negative
P46586	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	298	None	None	Negative
O60502	Homo sapiens	Metazoa	916	None	None	Negative
Q63503	Rattus norvegicus	Metazoa	615	None	None	Negative
Q28113	Bos taurus	Metazoa	344	None	None	Negative
Q9BXA9	Homo sapiens	Metazoa	1300	None	None	Negative
C0HK79	Mus musculus	Metazoa	180	None	None	Negative
Q17CS8	Aedes aegypti	Metazoa	477	None	None	Negative
Q8BRJ3	Mus musculus	Metazoa	303	None	None	Negative
P07438	Homo sapiens	Metazoa	61	None	None	Negative
P91001	Caenorhabditis elegans	Metazoa	368	None	None	Negative
P02238	Glycine max	Viridiplantae	144	None	None	Negative
Q9JKN5	Mus musculus	Metazoa	260	None	None	Negative
P02011	Aquarana catesbeiana	Metazoa	141	None	None	Negative
O24529	Medicago sativa	Viridiplantae	352	None	None	Negative
Q42777	Glycine max	Viridiplantae	731	None	None	Negative
P56274	Ulva pertusa	Viridiplantae	98	None	None	Negative
P53910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	None	None	Negative
Q9BQI6	Homo sapiens	Metazoa	1058	None	None	Negative
P58252	Mus musculus	Metazoa	858	None	None	Negative
P83741	Mus musculus	Metazoa	2377	None	None	Negative
Q8W5R6	Arabidopsis thaliana	Viridiplantae	890	None	None	Negative
P43356	Homo sapiens	Metazoa	314	None	None	Negative
Q08642	Mus musculus	Metazoa	673	None	None	Negative
P47964	Mus musculus	Metazoa	105	None	None	Negative
G2TRJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	None	None	Negative
Q5NCY0	Mus musculus	Metazoa	1641	None	None	Negative
B2RWS6	Mus musculus	Metazoa	2412	None	None	Negative
P40337	Homo sapiens	Metazoa	213	None	None	Negative
Q8N228	Homo sapiens	Metazoa	414	None	None	Negative
Q9VF30	Drosophila melanogaster	Metazoa	885	None	None	Negative
Q8IM15	Plasmodium falciparum (isolate 3D7)	Other	451	None	None	Negative
P48113	Cyanophora paradoxa	Other	737	None	None	Negative
Q96BX8	Homo sapiens	Metazoa	217	None	None	Negative
Q7SID0	Eptatretus burgeri	Metazoa	146	None	None	Negative
K9USW8	Loxosceles gaucho	Metazoa	280	None	None	Negative
P91664	Drosophila melanogaster	Metazoa	161	None	None	Negative
Q8L3X8	Arabidopsis thaliana	Viridiplantae	262	None	None	Negative
F4JVH1	Arabidopsis thaliana	Viridiplantae	907	None	None	Negative
O74829	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	516	None	None	Negative
P0DM59	Anguilla japonica	Metazoa	139	None	None	Negative
P02253	Bos taurus	Metazoa	213	None	None	Negative
Q9CQ79	Mus musculus	Metazoa	226	None	None	Negative
Q05344	Drosophila melanogaster	Metazoa	723	None	None	Negative
Q2V2P8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	89	None	None	Negative
Q9WVB3	Mus musculus	Metazoa	581	None	None	Negative
Q5BJQ5	Rattus norvegicus	Metazoa	217	None	None	Negative
Q9H9Q2	Homo sapiens	Metazoa	264	None	None	Negative
Q9M1D3	Arabidopsis thaliana	Viridiplantae	464	None	None	Negative
Q1H537	Arabidopsis thaliana	Viridiplantae	417	None	None	Negative
Q86YS6	Homo sapiens	Metazoa	212	None	None	Negative
C6TCZ5	Glycine max	Viridiplantae	232	None	None	Negative
Q9FL26	Arabidopsis thaliana	Viridiplantae	326	None	None	Negative
P15322	Sinapis alba	Viridiplantae	145	None	None	Negative
Q42876	Solanum lycopersicum	Viridiplantae	569	None	None	Negative
Q4KLI1	Rattus norvegicus	Metazoa	562	None	None	Negative
Q9BQD3	Homo sapiens	Metazoa	176	None	None	Negative
Q6AYK3	Rattus norvegicus	Metazoa	557	None	None	Negative
Q6P2I3	Homo sapiens	Metazoa	314	None	None	Negative
Q86SK9	Homo sapiens	Metazoa	330	None	None	Negative
P01467	Naja mossambica	Metazoa	60	None	None	Negative
O95628	Homo sapiens	Metazoa	575	None	None	Negative
Q6ZT62	Homo sapiens	Metazoa	677	None	None	Negative
Q9C865	Arabidopsis thaliana	Viridiplantae	439	None	None	Negative
P53882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636	None	None	Negative
Q9BSB4	Homo sapiens	Metazoa	218	None	None	Negative
Q04724	Homo sapiens	Metazoa	770	None	None	Negative
Q92989	Homo sapiens	Metazoa	425	None	None	Negative
Q93W20	Arabidopsis thaliana	Viridiplantae	235	None	None	Negative
Q8R456	Rattus norvegicus	Metazoa	474	None	None	Negative
Q9SNB4	Arabidopsis thaliana	Viridiplantae	323	None	None	Negative
Q8VHW9	Rattus norvegicus	Metazoa	327	None	None	Negative
P42943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	550	None	None	Negative
A0A159BP93	Monascus ruber	Fungi	329	None	None	Negative
P28076	Mus musculus	Metazoa	219	None	None	Negative
O75152	Homo sapiens	Metazoa	810	None	None	Negative
A5K264	Plasmodium vivax (strain Salvador I)	Other	547	None	None	Negative
Q0P5W1	Mus musculus	Metazoa	1427	None	None	Negative
Q8VHP7	Mus musculus	Metazoa	382	None	None	Negative
O14139	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1388	None	None	Negative
Q9FJG1	Arabidopsis thaliana	Viridiplantae	90	None	None	Negative
A2APC3	Mus musculus	Metazoa	461	None	None	Negative
Q9D1M0	Mus musculus	Metazoa	322	None	None	Negative
P56272	Gadus morhua	Metazoa	324	None	None	Negative
P51943	Mus musculus	Metazoa	422	None	None	Negative
Q9BW60	Homo sapiens	Metazoa	279	None	None	Negative
P49756	Homo sapiens	Metazoa	843	None	None	Negative
Q06623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655	None	None	Negative
Q7TT79	Mus musculus	Metazoa	822	None	None	Negative
P33203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	None	None	Negative
O22932	Arabidopsis thaliana	Viridiplantae	435	None	None	Negative
J4UHQ6	Beauveria bassiana (strain ARSEF 2860)	Fungi	2211	None	None	Negative
Q80ZC8	Rattus norvegicus	Metazoa	226	None	None	Negative
Q9SB51	Arabidopsis thaliana	Viridiplantae	1008	None	None	Negative
S0DLN7	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	961	None	None	Negative
P37207	Porphyridium purpureum	Other	162	None	None	Negative
P84234	Oncorhynchus mykiss	Metazoa	136	None	None	Negative
P09324	Gallus gallus	Metazoa	541	None	None	Negative
Q9UJA2	Homo sapiens	Metazoa	301	None	None	Negative
A0A024B2V6	Fragaria ananassa	Viridiplantae	160	None	None	Negative
E2IUA9	Kalanchoe daigremontiana	Viridiplantae	765	None	None	Negative
Q9VEB4	Drosophila melanogaster	Metazoa	560	None	None	Negative
Q9WU20	Mus musculus	Metazoa	654	None	None	Negative
P11177	Homo sapiens	Metazoa	359	None	None	Negative
Q9P3A7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	815	None	None	Negative
B1NF19	Argemone mexicana	Viridiplantae	504	None	None	Negative
P09021	Mus musculus	Metazoa	270	None	None	Negative
P36525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	None	None	Negative
Q0CG34	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	2515	None	None	Negative
P49441	Homo sapiens	Metazoa	399	None	None	Negative
Q944A6	Arabidopsis thaliana	Viridiplantae	487	None	None	Negative
Q2WGJ6	Homo sapiens	Metazoa	581	None	None	Negative
Q9VIM5	Drosophila melanogaster	Metazoa	301	None	None	Negative
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335	None	None	Negative
P29349	Drosophila melanogaster	Metazoa	845	None	None	Negative
Q9VUX2	Drosophila melanogaster	Metazoa	1226	None	None	Negative
Q6P4Q7	Homo sapiens	Metazoa	775	None	None	Negative
Q93YW0	Arabidopsis thaliana	Viridiplantae	684	None	None	Negative
P00434	Brassica rapa subsp. rapa	Viridiplantae	296	None	None	Negative
P24095	Glycine max	Viridiplantae	864	None	None	Negative
Q9BV97	Homo sapiens	Metazoa	330	None	None	Negative
O13837	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474	None	None	Negative
R9QMQ9	Pinus contorta	Viridiplantae	627	None	None	Negative
Q9R1P3	Mus musculus	Metazoa	201	None	None	Negative
Q8VZU2	Arabidopsis thaliana	Viridiplantae	304	None	None	Negative
O14511	Homo sapiens	Metazoa	850	None	None	Negative
Q941D6	Arabidopsis thaliana	Viridiplantae	423	None	None	Negative
Q653S9	Oryza sativa subsp. japonica	Viridiplantae	714	None	None	Negative
Q8BZ05	Mus musculus	Metazoa	1703	None	None	Negative
C0HJV4	Lachesana tarabaevi	Metazoa	70	None	None	Negative
P80950	Androctonus australis	Metazoa	66	None	None	Negative
Q9S777	Arabidopsis thaliana	Viridiplantae	561	None	None	Negative
Q6NS45	Mus musculus	Metazoa	935	None	None	Negative
P28505	Hirudo medicinalis	Metazoa	65	None	None	Negative
Q8IR79	Drosophila melanogaster	Metazoa	1257	None	None	Negative
Q08032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	650	None	None	Negative
Q96HW7	Homo sapiens	Metazoa	963	None	None	Negative
Q9CQJ4	Mus musculus	Metazoa	336	None	None	Negative
P05632	Bos taurus	Metazoa	51	None	None	Negative
P78395	Homo sapiens	Metazoa	509	None	None	Negative
P07926	Bos taurus	Metazoa	143	None	None	Negative
Q9Y2M0	Homo sapiens	Metazoa	1017	None	None	Negative
Q9Y315	Homo sapiens	Metazoa	318	None	None	Negative
Q9JHE3	Mus musculus	Metazoa	756	None	None	Negative
Q8N6U8	Homo sapiens	Metazoa	529	None	None	Negative
Q9ZVW2	Arabidopsis thaliana	Viridiplantae	995	None	None	Negative
O08962	Rattus norvegicus	Metazoa	1163	None	None	Negative
Q5U4U4	Xenopus laevis	Metazoa	579	None	None	Negative
Q9BY44	Homo sapiens	Metazoa	585	None	None	Negative
Q9B6D3	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	655	None	None	Negative
Q14585	Homo sapiens	Metazoa	488	None	None	Negative
Q93VC7	Arabidopsis thaliana	Viridiplantae	416	None	None	Negative
P26690	Glycine max	Viridiplantae	315	None	None	Negative
Q80US4	Mus musculus	Metazoa	605	None	None	Negative
C9JN71	Homo sapiens	Metazoa	531	None	None	Negative
Q10457	Caenorhabditis elegans	Metazoa	423	None	None	Negative
P00795	Sus scrofa	Metazoa	345	None	None	Negative
Q1ZXQ0	Dictyostelium discoideum	Other	1019	None	None	Negative
Q8BXR1	Mus musculus	Metazoa	771	None	None	Negative
P69140	Parechinus angulosus	Metazoa	126	None	None	Negative
Q9Y7N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	578	None	None	Negative
Q03780	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	787	None	None	Negative
Q12348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645	None	None	Negative
O94742	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	89	None	None	Negative
Q8WXB4	Homo sapiens	Metazoa	792	None	None	Negative
Q68FR9	Rattus norvegicus	Metazoa	281	None	None	Negative
P83489	Bison priscus	Metazoa	49	None	None	Negative
E5L8F7	Lotus japonicus	Viridiplantae	358	None	None	Negative
O94376	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138	None	None	Negative
Q8SSJ5	Encephalitozoon cuniculi (strain GB-M1)	Fungi	780	None	None	Negative
O94334	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	396	None	None	Negative
P01108	Mus musculus	Metazoa	454	None	None	Negative
Q10568	Bos taurus	Metazoa	782	None	None	Negative
Q96SB4	Homo sapiens	Metazoa	655	None	None	Negative
P28496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	418	None	None	Negative
